Row Type,Action,Campaign status,Campaign,Campaign type,Networks,Budget,Budget type,Bid strategy type,Language,Location,Devices,EU political ads,Ad group status,Ad group,Ad group type,Default max. CPC,Keyword status,Keyword,Negative keyword,Level,Type,Ad status,Ad type,Headline 1,Headline 1 position,Headline 2,Headline 2 position,Headline 3,Headline 3 position,Headline 4,Headline 4 position,Headline 5,Headline 5 position,Headline 6,Headline 6 position,Headline 7,Headline 7 position,Headline 8,Headline 8 position,Headline 9,Headline 9 position,Headline 10,Headline 10 position,Headline 11,Headline 11 position,Headline 12,Headline 12 position,Headline 13,Headline 13 position,Headline 14,Headline 14 position,Headline 15,Headline 15 position,Description 1,Description 2,Description 3,Description 4,Path 1,Path 2,Final URL
Keyword,Add,,US | Search | Personal Work,,,,,,,,,,,Personal Work,,,Enabled,personal ai assistant,,,Exact match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,US | Search | Personal Work,,,,,,,,,,,Personal Work,,,Enabled,ai personal assistant,,,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,US | Search | Personal Work,,,,,,,,,,,Personal Work,,,Enabled,ai assistant for computer,,,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,US | Search | Personal Work,,,,,,,,,,,Personal Work,,,Enabled,desktop ai agent,,,Exact match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,US | Search | Personal Work,,,,,,,,,,,Personal Work,,,Enabled,computer use ai agent,,,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,US | Search | Personal Work,,,,,,,,,,,Personal Work,,,Enabled,ai agent for my computer,,,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,US | Search | Personal Work,,,,,,,,,,,Personal Work,,,Enabled,ai agent for work,,,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,US | Search | Personal Work,,,,,,,,,,,Personal Work,,,Enabled,ai knowledge worker,,,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,US | Search | Personal Work,,,,,,,,,,,Personal Work,,,Enabled,ai research assistant,,,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,US | Search | Personal Work,,,,,,,,,,,Personal Work,,,Enabled,ai agent for documents,,,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,US | Search | Personal Work,,,,,,,,,,,Personal Work,,,Enabled,ai spreadsheet assistant,,,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Competitor | Claude Cowork,,,,,,,,,,,,,,Enabled,,job,Campaign,Broad match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Competitor | Claude Cowork,,,,,,,,,,,,,,Enabled,,jobs,Campaign,Broad match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Competitor | Claude Cowork,,,,,,,,,,,,,,Enabled,,career,Campaign,Broad match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Competitor | Claude Cowork,,,,,,,,,,,,,,Enabled,,careers,Campaign,Broad match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Competitor | Claude Cowork,,,,,,,,,,,,,,Enabled,,salary,Campaign,Broad match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Competitor | Claude Cowork,,,,,,,,,,,,,,Enabled,,internship,Campaign,Broad match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Competitor | Claude Cowork,,,,,,,,,,,,,,Enabled,,course,Campaign,Broad match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Competitor | Claude Cowork,,,,,,,,,,,,,,Enabled,,courses,Campaign,Broad match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Competitor | Claude Cowork,,,,,,,,,,,,,,Enabled,,tutorial,Campaign,Broad match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Competitor | Claude Cowork,,,,,,,,,,,,,,Enabled,,tutorials,Campaign,Broad match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Competitor | Claude Cowork,,,,,,,,,,,,,,Enabled,,class,Campaign,Broad match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Competitor | Claude Cowork,,,,,,,,,,,,,,Enabled,,classes,Campaign,Broad match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Competitor | Claude Cowork,,,,,,,,,,,,,,Enabled,,degree,Campaign,Broad match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Competitor | Claude Cowork,,,,,,,,,,,,,,Enabled,,definition,Campaign,Broad match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Competitor | Claude Cowork,,,,,,,,,,,,,,Enabled,,meaning,Campaign,Broad match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Competitor | Claude Cowork,,,,,,,,,,,,,,Enabled,,wiki,Campaign,Broad match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Competitor | Claude Cowork,,,,,,,,,,,,,,Enabled,,wikipedia,Campaign,Broad match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Competitor | Claude Cowork,,,,,,,,,,,,,,Enabled,,crack,Campaign,Broad match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Competitor | Claude Cowork,,,,,,,,,,,,,,Enabled,,cracked,Campaign,Broad match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Competitor | Claude Cowork,,,,,,,,,,,,,,Enabled,,torrent,Campaign,Broad match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Competitor | Claude Cowork,,,,,,,,,,,,,,Enabled,,apk,Campaign,Broad match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Competitor | Claude Cowork,,,,,,,,,,,,,,Enabled,,android,Campaign,Broad match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Competitor | Claude Cowork,,,,,,,,,,,,,,Enabled,,iphone,Campaign,Broad match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Competitor | Claude Cowork,,,,,,,,,,,,,,Enabled,,ios,Campaign,Broad match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Competitor | Claude Cowork,,,,,,,,,,,,,,Enabled,,customer service,Campaign,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Competitor | Claude Cowork,,,,,,,,,,,,,,Enabled,,phone number,Campaign,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Competitor | Claude Cowork,,,,,,,,,,,,,,Enabled,,login,Campaign,Broad match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Competitor | Claude Cowork,,,,,,,,,,,,,,Enabled,,sign in,Campaign,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Competitor | Claude Cowork,,,,,,,,,,,,,,Enabled,,api documentation,Campaign,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Competitor | Claude Cowork,,,,,,,,,,,,,,Enabled,,api docs,Campaign,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Competitor | Claude Cowork,,,,,,,,,,,,,,Enabled,,buzz block,Campaign,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Competitor | Claude Cowork,,,,,,,,,,,,,,Enabled,,opencode,Campaign,Broad match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Competitor | Claude Cowork,,,,,,,,,,,,,,Enabled,,claude code,Campaign,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Competitor | Claude Cowork,,,,,,,,,,,,,,Enabled,,coding agent,Campaign,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Competitor | Claude Cowork,,,,,,,,,,,,,,Enabled,,cursor,Campaign,Broad match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Competitor | Claude Cowork,,,,,,,,,,,,,,Enabled,,coworking space,Campaign,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Competitor | Claude Cowork,,,,,,,,,,,,,,Enabled,,coworking spaces,Campaign,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Competitor | Claude Cowork,,,,,,,,,,,,,,Enabled,,coworking office,Campaign,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Competitor | Claude Cowork,,,,,,,,,,,,,,Enabled,,office rental,Campaign,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Competitor | Claude Cowork,,,,,,,,,,,,,,Enabled,,shared office,Campaign,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Competitor | Claude Cowork,,,,,,,,,,,,,,Enabled,,desk rental,Campaign,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Competitor | Claude Cowork,,,,,,,,,,,,,,Enabled,,near me,Campaign,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Competitor | Claude Cowork,,,,,,,,,,,,,,Enabled,,wework,Campaign,Broad match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Personal Work,,,,,,,,,,,,,,Enabled,,job,Campaign,Broad match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Personal Work,,,,,,,,,,,,,,Enabled,,jobs,Campaign,Broad match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Personal Work,,,,,,,,,,,,,,Enabled,,career,Campaign,Broad match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Personal Work,,,,,,,,,,,,,,Enabled,,careers,Campaign,Broad match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Personal Work,,,,,,,,,,,,,,Enabled,,salary,Campaign,Broad match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Personal Work,,,,,,,,,,,,,,Enabled,,internship,Campaign,Broad match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Personal Work,,,,,,,,,,,,,,Enabled,,course,Campaign,Broad match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Personal Work,,,,,,,,,,,,,,Enabled,,courses,Campaign,Broad match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Personal Work,,,,,,,,,,,,,,Enabled,,tutorial,Campaign,Broad match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Personal Work,,,,,,,,,,,,,,Enabled,,tutorials,Campaign,Broad match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Personal Work,,,,,,,,,,,,,,Enabled,,class,Campaign,Broad match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Personal Work,,,,,,,,,,,,,,Enabled,,classes,Campaign,Broad match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Personal Work,,,,,,,,,,,,,,Enabled,,degree,Campaign,Broad match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Personal Work,,,,,,,,,,,,,,Enabled,,definition,Campaign,Broad match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Personal Work,,,,,,,,,,,,,,Enabled,,meaning,Campaign,Broad match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Personal Work,,,,,,,,,,,,,,Enabled,,wiki,Campaign,Broad match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Personal Work,,,,,,,,,,,,,,Enabled,,wikipedia,Campaign,Broad match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Personal Work,,,,,,,,,,,,,,Enabled,,crack,Campaign,Broad match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Personal Work,,,,,,,,,,,,,,Enabled,,cracked,Campaign,Broad match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Personal Work,,,,,,,,,,,,,,Enabled,,torrent,Campaign,Broad match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Personal Work,,,,,,,,,,,,,,Enabled,,apk,Campaign,Broad match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Personal Work,,,,,,,,,,,,,,Enabled,,android,Campaign,Broad match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Personal Work,,,,,,,,,,,,,,Enabled,,iphone,Campaign,Broad match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Personal Work,,,,,,,,,,,,,,Enabled,,ios,Campaign,Broad match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Personal Work,,,,,,,,,,,,,,Enabled,,customer service,Campaign,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Personal Work,,,,,,,,,,,,,,Enabled,,phone number,Campaign,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Personal Work,,,,,,,,,,,,,,Enabled,,login,Campaign,Broad match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Personal Work,,,,,,,,,,,,,,Enabled,,sign in,Campaign,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Personal Work,,,,,,,,,,,,,,Enabled,,api documentation,Campaign,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Personal Work,,,,,,,,,,,,,,Enabled,,api docs,Campaign,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Personal Work,,,,,,,,,,,,,,Enabled,,buzz block,Campaign,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Personal Work,,,,,,,,,,,,,,Enabled,,opencode,Campaign,Broad match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Personal Work,,,,,,,,,,,,,,Enabled,,claude code,Campaign,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Personal Work,,,,,,,,,,,,,,Enabled,,coding agent,Campaign,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Personal Work,,,,,,,,,,,,,,Enabled,,cursor,Campaign,Broad match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Personal Work,,,,,,,,,,,,,,Enabled,,coworking space,Campaign,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Personal Work,,,,,,,,,,,,,,Enabled,,coworking spaces,Campaign,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Personal Work,,,,,,,,,,,,,,Enabled,,coworking office,Campaign,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Personal Work,,,,,,,,,,,,,,Enabled,,office rental,Campaign,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Personal Work,,,,,,,,,,,,,,Enabled,,shared office,Campaign,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Personal Work,,,,,,,,,,,,,,Enabled,,desk rental,Campaign,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Personal Work,,,,,,,,,,,,,,Enabled,,near me,Campaign,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative keyword,Add,,US | Search | Personal Work,,,,,,,,,,,,,,Enabled,,wework,Campaign,Broad match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad,Add,,US | Search | Competitor | Claude Cowork,,,,,,,,,,,Claude Cowork,,,,,,,,Enabled,Responsive search ad,Meet Stella Personal AI,1,Your AI Coworker,,AI Coworker for Your PC,,One Agent for Real Work,,Research Docs and Browser,,Work Across Files and Apps,,AI That Uses Your Computer,,Local-First Personal AI,,Stella Works Across Your PC,,$5 First Month,,Highest Usage on Pro,,Mac and Windows AI Agent,,,,,,,,"Delegate research, documents, browser tasks and desktop work to one capable AI agent.","Free. No credit card, no trial.","For Mac and Windows, with one chat for work across your computer.",Turn requests into finished files and actions across the tools you already use.,ai-coworker,mac-windows,https://stella.sh/go?utm_source=google&utm_medium=cpc&utm_campaign=search_claude_cowork&utm_content=rsa1
Ad,Add,,US | Search | Competitor | Claude Cowork,,,,,,,,,,,Claude Cowork,,,,,,,,Enabled,Responsive search ad,AI Coworker for Your Computer,,Personal AI That Takes Action,,Delegate Work to Stella,,Research Write and Build Files,,Use Your Browser and Apps,,Work Across Your Computer,,One Assistant. More Done.,,Local Desktop Database,,Bring Your Own AI Models,,Stella Works Across Your PC,,$5 First Month,,Stella for Mac and Windows,,,,,,,,"A serious desktop AI assistant for research, documents, browser tasks, files and apps.","Free. No credit card, no trial.","One focused chat for every project, with work across your computer.",Ask for an outcome and let Stella work across the tools on your computer.,ai-coworker,mac-windows,https://stella.sh/go?utm_source=google&utm_medium=cpc&utm_campaign=search_claude_cowork&utm_content=rsa2
Ad,Add,,US | Search | Personal Work,,,,,,,,,,,Personal Work,,,,,,,,Enabled,Responsive search ad,Meet Stella Personal AI,1,Your Personal AI Agent,,AI for Your Whole Computer,,One Agent for All Your Work,,Research Write and Build Files,,Make Docs Sheets and Slides,,Use Your Browser and Apps,,Stella Works Across Your PC,,$5 First Month,,Highest Usage on Pro,,AI Agent for Mac and Windows,,Bring Your Own AI Models,,,,,,,,"Research, create documents, use your browser and finish work across your computer.","Free. No credit card, no trial.","One desktop assistant for files, apps, research, and computer use.",One personal assistant for knowledge work plus browser tasks and computer use.,ai-assistant,mac-windows,https://stella.sh/go?utm_source=google&utm_medium=cpc&utm_campaign=search_work&utm_content=rsa1
Ad,Add,,US | Search | Personal Work,,,,,,,,,,,Personal Work,,,,,,,,Enabled,Responsive search ad,Meet Stella Personal AI,1,AI Assistant That Takes Action,,Work Across Browser and Apps,,Turn Research Into Files,,Create Docs Sheets and Slides,,One Assistant. Separate Chats.,,Local Desktop Database,,Bring Your Own AI Models,,Stella Works Across Your PC,,$5 First Month,,Personal AI for Desktop,,AI Coworker for Your Computer,,,,,,,,"Ask Stella to research, create files, use your browser and work across desktop apps.","Free. No credit card, no trial.",Your desktop chat database is stored locally on your computer.,One assistant for knowledge work plus browser tasks and computer use.,ai-assistant,mac-windows,https://stella.sh/go?utm_source=google&utm_medium=cpc&utm_campaign=search_work&utm_content=rsa2
Ad,Add,,US | Search | Personal Work,,,,,,,,,,,Personal Work,,,,,,,,Enabled,Responsive search ad,Personal AI Assistant,,AI Assistant for Your Computer,,AI Agent for Everyday Work,,Research Write and Create,,Use Your Browser and Apps,,Turn Requests Into Work,,Your Local-First AI Agent,,Work Across Your Computer,,Stella Works Across Your PC,,$5 First Month,,Stella for Mac and Windows,,Personal AI for Desktop,,,,,,,,"A personal AI assistant for research, documents, browser tasks, files and apps.","Free. No credit card, no trial.","One desktop assistant for files, apps, research, and computer use.",Ask for an outcome and let Stella work across the tools you already use.,ai-assistant,mac-windows,https://stella.sh/go?utm_source=google&utm_medium=cpc&utm_campaign=search_work&utm_content=rsa3
